serial,text,sentiment
164,"pee eae ence Meee) RUC ee MMe icy
POSER a merece net seen Runa eens
eR a RUN Leena Lee Unt Reece et
eee ea aCe nu atu ne ane nscat
One eR ee Reece Mela Reo Arg
PCa ee en Me Rates ane acc ee ee ayo
cE eR Co RRC mei euM Rett RUGS Cects ack
PCR cuneseted ee eee Renn maim mera
Peace a er eS a Cm UES een m ene
Pram o Be RC ee cca ei cuce cnc Rouen tls
Cee eRe nae ac eRe Ro eee acti)
See aR eee ca Re ee eemeecen eee CRMs ater Tec
RC Cee ce mu ee CORR, Tunic Relat)
eee cee Ae a UC RIUM ecu unt nce
Be Unc reacrRCE unc ar eet morn Me Raat
Ree Ce Cea eee Ue Race ae Cui
Pen Ce enna CMC CR Rtn
",positive
165,"eas CR eeu Ce ome eeu Re Renn aad
Se eR Ce a hn SUR RO ea ea nm
ee ECR CCR YAM LC emcee Meucane ncn cea ra

Dit et RR eee ce emu mn ce eRe ace arm
Pe Coe Raa R CeO U ST MEL RCM one Comat
Ceo U Rm i Reuss CR ULC R ec iteme cere ie nen)
PERS cmt Un ac mR Cm Comes Rta oe
ee hace ete ieee ue ue Cee meas Re eRe iceicata oi
",negative
166,"ae RUC ee RO eR Cm ees Me mur pm Reems
PER RM Rr un eect CoM eR ORC conc Nae sea tr ie
See aCe ena) net aU nee eke RU)
CaM UC CRC Mere MUR Cee mR eee a
eens eee etm ees tom cree eae Rare Recs

Pen Ree ee ee RT BPS EC eer eee
CROC eet eee ee eau ICR IC eae)
technologies were used for filming the movie. It did not work for me. I would have been
eRe ce pan

RRC tee ue erect mee ha CRC ACU ar
RU er aCe RR Cee eon etc

Miwon eee es eR one Re
PCCM Rr eae ees CR MMU etre ue ey
SO ee ee CMR Cee ae eC eRe eR)

a aes or ere eee tae Re Ree

I ACR eMC RCC Ce RCM RRS Ce Um ee dr
Du Rute
",positive
167,"DO ee CBee RNa eco hae Mc meee en a)
moron the entire time (especially the teenagers). Same villain, same story. All the female
leads are extremely weak (Neytiri was the best character in the first one). Kiris daughter
has a storyline that never really gets explored (in 3 friggen hours! !!!) and makes zero
eR Cee eer ALU eC ine eur ccc Rie cuck cal
CeCe RO ea eee eMC R oy
eens m tos tea co Rac me Cee cu Cree baer dakar vag
PSR Ce Rc a eae
",negative
168,"I wanted to love a movie that was a sequel to Avatar. Instead, because I didn't drive my
own car to the theatre, I had to suffer through an air thin script, way too much ""bad guy""
See eR Cu eae RUN eC eC eee nM Rennes
PUR en um CR cM aa APL CRS tt

PUP Rm ORR Tae ra cue R CRT sla nant
feel a deep sense of loss for your decisions. Mostly, I'm left disturbed that I spent three

Sea eRe Al Rn eR eum eset ae culenter ie

eee Re oe ee cr a ne eC Re eeu eo CMU aa
culprit for the glowing reviews.

A total bummer, only go if you are in need of self induced torture.
",negative
169,"TR laee- Tels eM Ree seek on oe

Meek ara Reece ee ca men Riemer eae Us
Re oe ER eee

Dee a ee eee ee oe Rc ete Rc area esc
Tee REP eL eRe ees mene eect Re MRC some
eR aL ee nee haut aim ee RCn RT Ror nus
een TUL mene Rat eee RU Seats

“The story is very simple"": Are you kidding me? The plot could have been written
PRS Eee au cena en nC eon aun eta
Fem Cat RTECS UE CMR Ie Ges Cece cee meeet LS) Rerte ug
EVERYONE but a few main characters disappeared in the middle of a large-scale
Pete Cun e era ene

eae cca Ren eu a anne Lee RC h
something smells fishy in this one (pun intended).
",negative
170,"Tee ECU aor Re RC Unc it ee cdCRCrc mt
Te Ca enh RRC Re mulecetu mae lls
Pa CER AeA as ane acu ACL recta eee (ert
RRC Mie te ee eee enue hamie a eR Unt)
Pee Ga eae ee Ree LR eae eC Race eRe a
ae eke eee Aen comune Meet usec oay
CUCM ECR Umi ae eek Cee Pate a cee Pe cert er ol ae
eee Che ee CR ea Ceaen ac aR unc ee)
eM eae re ea eB SRC tune Ree wearer
eee BL Cece hn Re Cuno ce tence uC cm est
er
",positive
171,"Pa ae ar CCR Ue eA Cie ca ait) Regal
Peau eR UR RU ek, Geen see eck em Ca
Tee eee one RC en cee ee em ee ewe Rtn tat
Se eee hue eer CRE Re ea eee cy
ure watching a commercial for 2 drastically different products. There is ne soul, u just
Caer eee ileum CU ae Uae Lae kia Cee)
ARR aera ces Reece romeo ccm CCR eee Cu)
GE ea ee ee ea en eC ee
PRC ma CCRC eRe ange eRe ide ed eel aang
of the characters, and some scenes are just funny with the hissing like animals, it was
emer aia eR moe Ce uti nmes ken ma een ar
OCR Ua er cee hl a Me RCC ae ers
PTR eR ne Cee en CR ae ee cia cctaa|
Cie eee Ue a ao ea ca en oe Re ee
Marca ice emu acme itn, La CCRit eiacec in mel
filming underwater and making a huge fuss over it? What was the point of the entire
movie actually??
",positive
172," 

eC UR oe nye a enema ee out Reuse m ct ae at
movie, just like its predecessor, is nothing more than smoke. If filmmaking is all about
Rr eee Reel a ai ea Re Cc ee
DN e nC) a Eee aes me TO ac thom cg

PEE eso es aCe een CR UL eer Ree TCT
Pron PUI RT Cir Ae aU ee eared Rane eae el
Eee aes Re eRe ee ou Seem RCC RIC ee RUCy
ears ee eee et me eR eR ac ee acy
eal att Ree ee au CCR CRU RUC Rem Ulesce TU fe eoRL
eer ea ee Se mae tC
",positive
173,"More artificial worlds are waiting for the masses. I still can not understand the hype.
Ue een ue oe ence ce ae) a Ce Rae
OPCS MR erect Rese U Mirae eee Seep eis Ul
can follow the plot. Switch your brain off and forget everything else. It is just escapism.
CU eee en mre eye eae mn re ear eeu Races come ry
ee RU cemeteries am Re Roe
Ue ees ae oe aed ae ee en erences

at
",negative
174,"Tae Beat. oe Cea eee aoa eRe CeCe TT
Cree tec Cue Ome rau ae ceed
eae eRe me emu ce mCCe can
Ce nae ao Me ome ed Vag eR oaee renee
Ree uc eed neem CRM Cc ulatatal|
COC Ue Cea meee am ee es ce LRU aR)
Re enc mre caMmeecn ment Reel a ees

DAU s one ce es een RC Le ee amt ee
eter ece
",negative
