serial,text,sentiment
92,"SE RCC Ae OO aes oR ne a SRC cece Rote
Pa ee Ree UR R Ue acu RACER Lt eecRe citar eck Tt
Re a Rice eeu ines eee nM Ca Comer RTL cece onmeC) ce Te
roca ieee aa aoa emi es od
eR Ce ae Re ee Ca ed
Poe Ee auc em ACen Ce a uCE Toe

Desa Aung Reece aa Ree RY Teac
a Seen LR aC Reece LR ea R Eg
PRO RC Een

cama CRU eevee a eeu te RC) Pye ey
eal ne
",negative
93,"MR Sn Mt AA Ree eT ee ROR CR mL a
most idiotic, nonsensical movie ever made. What do you get out of 180 minutes of killing
eee ea OCs

ecu BOR Tea eee ca one Cn ee cece unc
eau una e eee ne cena Ur Rin aR mete

EN ee Ren Ou Rut ae ce ee, eee ac Cue Recs!
Pa eran hme cee

pee R a Meee Ri Le emit M Ue em eve ROUT] e te MRL Lem ela
a video game. What a mess!! Total nonsense.

Pee Rene SUC

le
",negative
94,"aren Ree ae aC oe ace Oe Use ea
CeCe aren Cee Rouen Mae Remuera os
without a scratch and perfectly able to walk(and many other simillar situations).
CURR ere cua ee ace aie ems Rete cea
Se In Naa a CRUMP Rl RN ea Cee Niet)
Pee R ake ue Unce tc ie Rureo cen Cena e
Cn eu Rte Rem nN CN nece en cer acU area et RUT)
survived all the impossible things even for a movie dies from superficial wound.
",negative
95,"Pe Cr nota nace eae
thought, it's going the right direction. I couldn't be more wrong. First of all, what
ate eC aus Ree e Re eeCe eR
Recut eeoe eoni Cm Rm CE RUA emt acl
ee eae eee Reese MR CR aces
Ret ea RUC PST eee tus er eee)
PCM Al mmc ic tu mR A Recurseae)
meee Re LCM COe GRC ae CC ae
Pee CRC Ra Cee aCe nee RCT
Pee M ocean es om ACR em Ren os aed

See eee a ek ase COMMU Cce Reel Rs es oe
TR Anu unre mer eo a) aa eet eee PUL
PU ae ee Ree eee CRON aT eee)
Pe Us AR ea ee Ce eae hea ea es
aR IR ae eeu a ee CU Rea aay
Tee RC esteem ed Rue ny
Ree Rae tee ie ae My MCCS ae
",negative
96,"Dee eec ane kee RU mCi Ce ech Rite Cc
Pee ROEM eRe om Cn Re a CC mee)
Peat Ra ec MA A Rt ee CCRC Tae RUT
PR eo ee CM emcee Ree CCRC Laem mI Re
Ree COM Ree ae R Una RCN ace RC er Tce
Ree en en ae ee Re ec Renee s7ece ti Rel
Cre ee a ae ea eee ast Rance
reel Rn Ronee
",negative
97,"Nr mie ome CR Ra ee RM mC a Le
SO eee mare Rue Cai eee
Pte Re eae MRS ee oc omc Recreate

eae Se ect ch ol ARG is aera Romar nets
Cee eeu eA ie RRC nm erecta mesa ery
Oe ee cm ame Ree ait]

aC etre eee eee erate LeU ee Lee cum cae Cau
CEN URC Re ace Ce ROR eee |
",negative
98,"POR SO eeu Nee eC MY Sm va RSet
Sen Ce CR ne eee Cae Re Rona eee]
eeu

TO aC Remo Renee ear MU een BOR unis
CT Ree Or Cune Rem eee Te ere Mew eC Ree Cac
AUS UM ace ects satel Lee ce eee ere eee

 

CCUM Sema oa ce eM ECL a eee Rc Tul Rutt ae
Se Ue cel Rn ee Rte mC Ream ane aves
",negative
99,"Sree ecu oR ee RU RC Rte ely g
eR aCe eueci Rem cca n en noe td

MERU CUR COR CLT my ae ee eee tT TU ag eee AUR 1
what is being promoted in all these movies like John Wick...

And don't get me started on the ‘prodigal son of Belarus.
peer ici aa tes

Dee cee eT

 

Why would Keau agree to this? Why do people like it? I sincerely cannot find anything
PRU RUCR eR eee ue Re Ree mre
eae
",positive
100,".all at the same time. This hybrid comic book-video game has a stupid plot, worse than
average acting, and fight scenes that are so poorly done you don't mind going to the
bathroom. Don't get me wrong. I loved John Wick 1. Thought #2 was OK. Then came
#3., It showed they were out of Imagination and should have stopped with #2. Now with
#4 they show that they are not artists or creatives but merely clowns looking for as buck.

It's not completely without value, which Is why it got a 2 instead of a 1. The photography

is beautiful and they have a dog as a hero. The rest is worthless, Save the money and
the time.
",positive
101,"Seriously, guys?... All that hype... For this!... I don't know why everyone is praising this
movie.., Maybe because it's the first "" masculine "" movie in a while... I'm with you on
that... Can't even remember the last male lead movie out there Imao... But seriously, it's
the worst out of the John Wick movies...long story short... It's a filler movie... Total
lacklustre... The movie is unbelievably empty and predictable...most of the scenes are
literally identical... maybe because there's literally nothing happening other than fighting!
... No story or events .,.. The movie is only somewhat watchable because the cast is
awesome and charismatic! ...some of these guys are like 60 but they're killing it...
Anyway... Another let down....so, let's see... operation fortune.. Wack... Bullet train...
Waaack... the John Wick finale...Sadly... also wack... Let's hope Mission impossible is
gonna be different....and if you want a nice action flick to watch... I recommend wrath of
man... Trust me it's good... The last one I actually liked and watched it again

 
",positive
102,"It felt as if I was watching John Wick fight the same person for 2hrs... It got to the point
where I found myself wanting for the fighting to end because it felt repetitive.

The bad guy was one of those ""T'll sit around and so nothing but look sophisticated and
rich until I get killed” typed of bad guys.

The blind guy had super hearing while fighting everyone else in the movie except when it
came to fighting John; then he was just a regular blind guy who couldn't hear if someone
was death or alive.

The ""nobody"" character could've been out of the movie and nothing in the movie
would've changed.
",negative
103,"Can't believe so many people give this movie 5 and above (so many 10s :/) I honestly
loved the 1st JW movie, liked n°2 & 3 but this one, OMG! Just because the movie is filled
with action scene doesn't make it a great movie. Honestly it's wayyyyyy too long, the
rythm is bad, the John Wick character and arc are uninteresting as hell, other characters
are under-developed, too many CGI, and OMG the ending just sucks a** There are
some good fight scene in the movie, that can't be denied, but there are also way too
many non-sense as well (e.g. The scene in the Berlin club where people keep dancing lik
nothing is happening while bullets fly and axes are being burried in heads right and
there, come on...). Don't know if this review will be helpful, be just be aware of the false
hype. JW4 is not a good movie, sorry.
",positive
104,"Totally overrated how was this an 8.2? There is alot action sure, the acting fluctuating
between good and mediocre to laughable and woody. Some the action scenes are good
but towards the end the action becomes monotonous and just plain ridiculous and
repetitive almost slapstick comedy actions like Laurel and Hardy . There is just too much
overacting in this movie... The steps fall scene near the end is just silly. There are some
very flat scenes like the card game scenes, So the movie was overrated, didn't blow my

mind and definitely I won't be watching this again ever.....1 am glad I didn't pay to watch
it.
",positive
105,"If you enjoy watching over-egged, relentless fight scenes with no real story then this is
the film for you and your 2 brain cells. Easy to follow, limited dialogue and the bullets
don't seem to kill anyone. Amazing how many times John Wick can fall down 220 plus
steps and effortlessly get up and go again. Furthermore, the genius idea of a blind
assassin might not be to everyone's taste but it's amazing what you can do these days
with a walking stick. Bonus - you can get away with a sleep in the middle and still keep
up. The actual storyline (if you can call it that) could have been wrapped up in 5 minutes,
but I guess they had a film to make so needed to stretch it out - and boy, did they?!
",positive
106,"This is by far the worst of the 4 John Vick movies. It doesn't explain much to the viewers
about what is going on and why. As in the other Vick movies the hero kills and kills, in
many scenes they have so many killers coming at him and shooting that it would seem to
be impossible for him not to get shot. He does wear Kevlar suits but Kevlar suits do not
cover his whole body and Kevlar generally will not stop bullets from long barreled
weapons such as assault rifles which are in use throughout the movie. In a 'shoot 'em up!
movie like this the viewer has to suspend belief and just enjoy the action but the
writer(s) and director took too many liberties, the movie isn't believable - even with
suspended belief. At 2 hrs and 45 minutes, this movie is way too long, to fill that time
they included long scenes of killing bad guys and it gets very repetitive and tedious. You
should skip this movie, it's not worth 2 hr and 45 minutes of your life.
",negative
107,"Iliked very much ist part. 2nd maybe in half. 3rd better then ist. But this last
episode...... sorry guys. After the first 20 min I WISHED it was already over. I understand
you guys who are true fans, but, you have to understand the point of view of a simple
man from the crowd. It is ... I don't know: to crowded, to mushy, to much stuff put
together in short time (even if it is over 2 hours), I bet that even the most fanatic
diehard fan had some moments (not only one - which in itself says a lot) when he
thought it is to long. Sorry, even if I liked the franchise, with all due respect, maxim 2.
",positive
108,"There's such a thing as too much. I know this is an action movie but its literally just John
Wick shooting people for 2hours and 49 minutes. He never gets hurt, he falls from 30
meters and doesn't break one finger, pretty sure he shoots around five hundred people
and he doesn't get one single scratch. There is no story line, it is just shooting and non
sense. I dont understand how so many people like this movie, its one of the worst movies
I've ever watched. I'm glad this sequel is over so I never need to waste 3 hours of my life

watching John Wick's non sense. Very disappointed, they could have ended so much
better!
",positive
109,"First of all: Perhaps I should have watched the previous John Wick movies first in order to
find a value in this movie's plot. Well, I didn't watch the prequels. So, perhaps I may be
missing the true core value of this flick. Who knows ...

First, the plot summary: People are getting killed over and over and over again. That's it.
End of story. Period.

Yet, for what cause do they fight? So, they just hate each other?? ... or love each other?
Hundreds of ther? And they all just die in seconds? where did all these fighters get their
training from? How did they all master such training if they all die on a fast lane in the
end?
",negative
110,"Thaven't written a review on IMDB in a while, but after watching JW4 last night I wanted
to get my thoughts out there, although they are seemingly against the majority of fans
and reviewers out there.

My thoughts on the series as a whole are that #1 was something special. It made me and
many of its fans feel something when we watched it. It had emotional impact and weight,
that really was the core of the movie. Sure the action was innovative and fantastic, and
Keanu was awesome, but it was all meaningful and heavy.

Number #2 did a lot of things wrong that started the downfall of the series. The lore of
the continental assassins universe was just botched plain and simple, and it lead to
horrible writing decisions. Instead of John taking on a mission of his own will like the
first, a new rule is invented as a plot devise to ""make"" him do something, which was
pointless anyway because he then tries to kill the guy who is making him do all this
anyway. Then instead of being an amazing assassin and figuring out how to kill the guy,
he just breaks the main rule and gets everyone rightfully against him because he broke
the one rule. It also introduced the stupid invincible suits that was the first step into
fantacy and ciinernawers
",positive
111,"Is this a game, or is this a movie? 90% of the movie is bad, exaggerated fighting. How
many times can one be beaten before they stay down? An enormous number. How far
does one roll down the stairs after being hit? Infinitely far... Thin plot, poor acting. Why
did Keanu agree to this? Here, you get the feeling of watching a game, not a movie. Is
the blind man blind, or can he see? One has to make up their mind and stick to the
decision. Someone here has done a poor job with their homework. Let's hope this was
the last movie, because we truly cannot bear the thought of there suddenly being a
plausible reason to make another one
",negative
112,"After the pleasant success John Wick was, the creators somehow managed to made their

magnum opus John Wick 2, the best one by far, where the whole idea of the unstoppable
legendary assassin gets fully realized.

In this movie, however, just like in the last one they tried making the action more
bombastic by giving the villain “all the power in the world"", not only overcomplicating the
whole lore of the assasins guilt (once again) but also turning the whole action of the
movie into a cartoonish mess.

Once again the Baba Yaga gets turned into a damage sponge who keeps just walking off
been thrown off high buildings, getting run over, punched and hit with multiple objects
and still winning every fight by the power of deus ex machina.
",negative
113,"So I did not watch 1-3 of this installment, and was anxious I would not understand
what's going on. So I watched the recaps on youtube and entered the cinema somewhat
prepared, At least lore-wise. After 10mins in to the movie I suspected that the ""lore"" was
just a bleak background for the sparse dialogues happening. After 20 min it became clear
that this movie has no serious connection to anything worthwhile. Not even its own lore.
The dog? No where to be seen. The car? Dunno. Dont want to spoil but there is nothing
to spoil. Cut out the constant beating and shooting out of the movie and you get maybe
15 mins of lore. Its so boring, I cant understand the hype around John Wick. I just waited
180mins for him to finally finish

I guess Keanu Reeves stopped acting and turned to gymnastics
",negative
114,"According to the plot, it simply does not exist, 1.5 hours of massacre and corpses. Didn't
check it out. Actors are good but the movie is game. Fights and fights and fights....what's
the point? This hasn't been filmed for a long time... what else can I say... the head of the
table is simply ridiculous... who chose the head of the clan.... well, it's not at all...
Marquis Vincent? It doesn't play at all .... it would be better if they did a comedy .. The
only phrase was something like “I am a Note"") Keanu is a pity, they made it some kind
of Looser in the film .., constantly snatches .... constantly substituted .... and they don’t
take bullets ... and an endless magazine of cartridges .... and a sword fight against guns
at the very beginning is generally trash .... spoiled the film with endless slaughter .... the
first and second films were a top but the 4th is like a game where you need to wet
evervone ... about nothing at all ...

 
",positive
115,"Ridiculous. Bullet proof clothing? Really?? And that stair scene. Really? I realize there is a
certian amout of suspention of dissbelief when it comes to most movies but this one is off
the charts. When I seen 8.3 stars on IMDB I was excited to go see it. I almost walked out
and I can never remember doing that before. Little to no real plot. Just shooting and
fighting to the point of boredom and I loved the first one. I like a good action movie but
come on. I would not go to see John Wick 5 which I am sure will be out there Just like
Fast and Furious 57 or whatever number thier up to.

It appears there is no real thought anymore in Hollywood. Wayyy too mant sequals with
no original ideas for new movies. I guess thats why I rarely go to the movies anymore
",positive
116,"While John Wick 4 points with extraordinary beautiful cinematography and some well-
made action sequences, it fails apart at two key points when it comes to movies for me.

Firstly the plot. What is this even about? Who knows. People care for the action. But why
do we then need to watch more than one hour of build-up for the action, you could watch
the action without understanding what is going on, you don't need to know why these
people fight, there is no conflict, and even if there is, it doesn't matter, because it has no
consequences to the plot. The problem is that the plot is only sequenced trough talking,
ne visual language.

That makes the movie feel like a video-game, The action-scenes are the one you
interactively play, and the talking scenes are just long cut scenes. This Formula works for
many games, but you can skip those cut-scenes. If it's a good game, the gameplay will
make your blood rush and you will not care for that dialogue pause. Best example is
Hitman, you don't care for the story, you just want to play.
",positive
117,"Can't say I was intrigued by the story, no real twists and frankly boring. - The fights
quality are quite on the lower end.of.the spectrum and doesn't really stand out.

The movie didnt contain any storyline that will.captovate one, its fairly predictable from
the start, there are a few exceptions throughout the film were one would be intrigued,

but the movie itself seems to be a low budget movie with very low quality stunts.

I wouldn't recommend the movie, even the cinema was fairly small, since not many are
attending to watch

Long, and painful to watch, - but surprisingly highly rated throughout the web.
",negative
118,"If you love previous John Wicks and have seen the reviews of this one and are excited to
see this be prepared to be very dissapointed, this is not only the worst John Wick movie
but this is one of the worst movies I've seen in my entire life, this movie had no storyline
but it was filled just with fightin scenes that were absudly long and exagerated more than
in a superhero movie ( batman, superman ). Characters were like if they were written by
a 10 year old and werent interesting at all, scenes were made Ok and cinematography
was on point, storyline was the worst, movies was so long so slow and you would know
how it ended before even a scene began. I dont know how this movies got this high
rating 8.8/10, I wont trust these ratings anymore.
",positive
119,"I didn't care about any of the characters. The world felt like a slumber dream. What is
real, what is not. Action was poorly choreographed. Had no realistic element. I was so
tempted to pick up phone or just leave, I've never done either, but also never been so
tempted. I think if you are 13 years and this might be action-porn for you. The first John
wick was solid, this was not.

There is scene where something happens to John and that was funny. I don't think it was
supposed to be funny. But I was too frustrated with whole film. There is scene which
shooted from the ceiling and that felt like a game... idc to write anymore.
",positive
120,"Left after 75mins. First film I've ever walked out of. Just repetitive fighting. Loved the
first John wick, had heart and a character you you understand he's motivation. This film
however has No plot, thin characters and zero emotional depth. I've had better
migraines. The first two minutes tell you everything you need to know about the film. Oi
feel sorry for anyone dragged to see it and hasn't seen the other films as you wouldn't
have any clue what is going on. Guessing if you play computer games or love guns this is
for you. Left and went to take my dog for a walk. Life is too short for this pretentious
nonsense. Worst film I've see in the cinema for years, Looked pretty and was in focus is
the best I can say about it.
",positive
121,"I'm quite baffled at how good this movie was rated. I'm certain it is mostly the
crew and their family/friends that upvoted this garbage.

What was wrong with this film

Plot: the plot, like in most action films, is paper thin. Like most other reviewers
have stated, you forget why he's doing what he's doing. This film had NOTHING to
do with the first three, which is part of the reason of the success of the franchise.
Nothing from the 3rd film was answered in this 4th rendition. What happend with
Winston and Keanu from JW3? Why was nothing talked about, It's almost like
writers retconned that whole scenario and it detracted from the movie. In the
beginning of the film, JW kills the guy who heads the table. Kinda pointless, this
should've been the climax of the film
",positive
122,"A friend from my poker game invited me to go with him to see this film. I was
stunned. It came very near getting my rating as the stupidest film I ever saw,
though, in the end, I decided ""The Blair Witch Project” should keep that title.

The guy must have killed a hundred people in the story, almost all of them with one
quick snap shot with a handgun, while all of them were shooting at him, sometimes
with submachine guns, but never managed to hit him!

It is astounding to see such films attracting an audience, and sickening to see the
high ratings given to it by contributors to this forum. Sad, so sad!
",negative
123,"Just one question: why love scenes in general and female nipples are thoroughly
censored everywhere but this blatant and sick violence is well exposed?

.. and then you wonder why there is so much shooting and gunfire in the streets. That's
what is being promoted in all these movies like John Wick.

And don't get me started on the ‘prodigal son of Belarus’... “facepalm”,.. Ridiculously
stereotypical and simply dumb.

Why would Keau agree to this? Why do people like it? I sincerely cannot find anything
appealing in the idea itself. If I could bring back the time I would rather watch ‘Tom &
Jerry"".
",positive
124,"Im not a fan of these films because they are so cheesy, not good dialogue, Keanu Reeves
barely speaks (in the whole trilogy) while all the other staff members have thousands of
dialogues alongside them and Ian McShane has the biggest plot armor and why is John
back in the desert? If he can just wipe out all members of the high table and not just one
above and yes the people are right here it doesn't have a plot that's just shooting but
just made it typical for the american market and i didn't really have the feeling that john
Showing his pain just like Josh Brolin always shows the tank guy in this horrible remake
of Oldboy

Ps.

Donny yen and hiroyuki sanada had been highlights.
",negative
125,"I watched this at Imax and actually considered leaving the theater before the movie was
long over. It felt ridiculous, the fighting scenes were so badly done in that Keanu was
great in them,as well he was great in the movie, but ALL opponents and people around
Keanu were so badly coreographed, not only once but sooo many times the opponents
were just ""waiting around” until Keanu turned around and expedited them. I know this is
make-believe but some semblance to reality would have been appreciated. What bad guy
in real life does not attack the hero from the back until he turns around, thats when they
move. All the other Wick movies surpass this one. The action int eh first and especially

the second movie were soo good. These high ratings the movie is getting is unfathomable
to me.
",negative
126,"This was a total ripoff of the franchise. The story line was non-existent to say the
least. Guys that talk about the action scenes have to be using excessive and
excellent drugs. I'm a big fan of John Wick and every sequel was a growth and got
better each movie, but not this one. It was like they slept walk through this one.
No creativity, mundane action scenes, not impressed with even one. Instead of
complaining about this movie, please someone tell me of any redeeming qualities. I
was really disappointed in this sequel and again I'm a big fan of John Wick. The
writers and directors get a big ""F"" for this installation. The only thing they did was
close out the franchise on a very low note. Not well done by any aspect. Another
couple of hours that I will never get back of my life.
",negative
127,"The entire plot of this movie was utterly meaningless. John Wick accomplishes
absolutely nothing aside from getting all of his friends killed in his efforts to get
away from the High Table, and all that sacrifice was meaningless in the end. From
the way that the characters kept claiming that you can't change your nature, and
how nothing meaningful changed in the end, I can only conclude that the
pointlessness was the point.

Should we try to better ourselves? No, says this movie. Should we try to better the
world? No, you can't do that claims this movie.

People, this movie claims, are nothing more than idiotic sheep that will just keep
doing what they are doing, even as people are being brutally murdered right before
their eyes. I remembered enjoying the first movie, but giving money to this
disgusting piece of propaganda was a mistake.
",negative
128,"Most of the negative reviews cover why this movie is so bad. It's just unbelievably the
same thing over and over again for too long. I'm pretty sure out of the hundred of people
that were murdered in this movie, they were the same 5 stunt actors over and over

again.

I went with my buddies to this movie. Afterward we all thought this movie was horrible.
One thought it was a comedy, because of the way the killings happen. I felt the assassins
trying to kill Wick could have been soccer moms with no fighting experience, it was that

off at how they could miss shooting a guy standing next to him. I dozed off for about 10

minutes.
",negative
129,"With the sudden rash of mass shooting, murder , etc going on in our country today, this
is one movie that shouldn't have been made. We got to many crazies dope addicts that
will take this movie seriously and the next thing you know their out there trying to be
John Wick, It was hard for me to even pretend this movie was good. Hundreds of trained
fighters died and thousands of rounds were shot and John Wick being the one they were
after never once took a bullet or sliced opened with a sword. Even getting hit by high
speed cars about four times, he still walks away. Unrealistic Science fiction!
",negative
130,"It's very stupid, no character drama, no monologues, no sense, only fight which reminds
a mediocre action game with 1000 life saves, I didn't like it. A blind fighting master?
You'are kidding me? The blind man won't be able to find the way out of the cinema
auditorium by himself not even thinking of fighting and shooting in different locations. It
looks like the directors and stuntmen wanted to show what else they can do. Look: a new
stunt, look, one more or let't try this one... The first john wick was a fresh air, the forth -
air from the old bathroom with a leaking toilet. My advice- wait for a video release.
",negative
131,"I wasn't interested in watching this movie because I knew what I'm going to get, but my
friend told me that we've watched Chapter 3, and we've come this far, so we might as
well just watch chapter 4. The result was just as I expected. It was just the same as
Bullet train and other movies produced from the same production. Just another typical
villains and typical fight scenes over and over. This John Wick production team or
""franchise"" has transitioned into a new Fast and Furious franchise making the same
movies again and again by replacing cars and gimmicks. If they pivot and make some
tums to adapt new ingredients that we've tasted from the first John Wick movie, then it
would be still enjoyable, but it’s too late to stop this ""cliche train” starting from John Wick
chapter 3, Nobody, Bullet Train, Violent night, and this John Wick: Chapter 4. I don't
think this franchise will die any time soon. They are probably working another movies in
John Wick universe right now.
",negative
132,"Same ol same ol nothing new through the entire movie and ending was more boring and
dull. I almost feel asleep throughout this movie the other John wick movies were much
better and believable. I'm just keeping it real this final movie if it is the final one was not
as good as the first two and John wick just needed to make it more interesting more real
there were some scenes were I was like this would never be in real life and why not add
some better bad guy characters they looked like fruitcakes in this movie super soft .this
was not what I was expecting and should have been better scripted and the fight scenes
not overdone with the same ol same ol
",positive
133,"This mostly CGI movie with a now and then mumble grunt coming from Keanu Reeves is
net a Crime Action Thriller, it's a Fantasy World Comedy, and is an hour too long, and so
bullet repetitive it become more boring than bat ****, Is made for very simple thinking
and unintelligent movie standards. Pathetic. Struggled to stay, was yarning my head off,
there was nothing real about this movie. The many parents in my cinema taking their 10
year old sons to watch this movie, in a state of Australia with record skyrocketing child
crime rate in the headlines the past 2yrs, shows you the type of human moronic
intelligence enjoying this rubbish.
",negative
134,"I have never written a movie review ever but I am compelled to write this one. This is

most idiotic, nonsensical movie ever made. What do you get out of 180 minutes of killing
people? Nothing.

I understand John Wick itself is a genre but pushing a genre to it's extreme with total
lack of sanity is nothing but treating the audience as fools. And thinking that your

audience will watching anything that calls itself John Wick and has Keanu playing the role
is disrespecting your own audience
",negative
135,"It would be understandable if JW was a terminator(not a human assasain), but as that it
is not understandable how can he fall from 4th floor of a building, bend a car and be left
without a scratch and perfectly able to walk(and many other simillar situations).
Blindman appears to feel where are distant people to shoot but he can not feel where is
JW even when he is breathing heavily next to him. 20 people shooting at him (some even
wait for their turn) and none of them can hit. In conclusion all the shooters were blind,
drunk and drugged or wind have blown the bullets away. Sadly, at the end a man who
survived all the impossible things even for a movie dies from superficial wound.
",negative
136,"If you are flying in plane and this is only movie they have and you need to watch it, you
will most probaubly ask them to throw you out of plane or to stop showing it. It is insult
of a movie. So many bulits was shoot, that i imagine tha factory that produce those fake
bulits, is very reach now. On other side, Reeves is to old (58 years) for this kind of a role
He is walking like a old guy, not to mention that he can not run. So, if you are

somewhere wher it is cold outside or to hot, and only way to warm yourself or cool down,
is to go in cinema and watch this movie, maybe it is better outside.
",negative
137,"I was really excited about this movie since It had such good reviews in here. Now I know
that I won't be trusting any IMDB reviews ever again - So far the worst movie I've ever
seen.

I can't believe they managed to stretch 20 minutes script into 3 hours. Plot didn't move
forward at all. Fighting scenes were EXTREMELY long and unrealistic. Acting was poor and
hard to watch. Dialogues that were apparently meant to be « funny » were the corniest
I've ever heard

To be honest I would watch Shark Tornado or Twilight rather that this.

Do yourself a favor and use your spear 3 hours to something else. This wasn't worth of
the money or the time.
",negative
138,"Very very bad story, chaotic motives Outplayed protagonist by the villains

Very few fresh action elements and the old ones are really robotic and under
choreographed... boring.

I really don't understand why is rated above 7.4

For me this move was a bit of parody as well, but not in the good way :) Really don't
understand why it is needed in this way after the first 3 movie

If you cut the first 30 minutes and the last2 this could be the worst movie in the
franchise but still ok.

Watching the first action scenes with the so robotic and boring actions... time to retire
retire the franchise.
",negative
139,"I was super excited to watch the John Wick 4 movie and went with my cousin to the
cinemas. Paid a bomb for the tickets and the popcorn... 15mins into the movie and i was
wondering am i really watching chapter 4 !!

My cousin and i was laughing throughout the film as it felt like a comedy movie more
than an action film... more than a john wick film..... chapter 4 has no story !!

It felt like a movie was presented to fill a 4 year gap... and they captialized on the john
wick franchise to mint.

I could not bear to waste a moment more of my time on this utter crap... however with
the amount of money paid to watch this nonsensical theatrics we stayed...dont ever
recommend the movie to anyone... - JUST DON'T.

 

 
",positive
140,"Horrible ! 90% of the film is shooting and killing. If I wanted to, I would play a shooting
video game. Where was the film for God's sake if we take out the shooting and killing
scenes.

No, “look for the truth and bear the consequences"" and ""those who cling to death don't
die"" type cliche words don't do it for me. I will not be surprised if this movie is sponsored
by the gun lobby. Shame on you whoever participated in producing this.monstrosity.

Keanu, of all the people I did not expect this from you. Frankly I was relying mostly on
your name when I decided to buy a ticket. How can you go this low?
",negative
141,"John Wick, its a movie with more plot holes than bullet holes!

Alot of the stuff happening in this movie makes no sense. The action scenes are to long,
not well coordinated and the beauty from the first movie is gone.

Alot of the characters are meaningless and only makes the movie drag out for too long.
They also have the power of teleportation.

The plot of this movie goes nowhere and means nothing. The ending is terrible and is a
far-grab of ending the story.

One scen in this movie is good, the scene with the fat dude. That scen was ok.

Skip this movie, go watch John Wick (chapter 1) again
",negative
142,"ALL reality must be suspended for this totally unbelievable film. Can't believe I wasted
and of my precious time on this trash. The fight scenes were well choreographed,
however that's all the film is, just one fight after another with Reeves surviving clearly
unsurvivable situations, to the point where the audience was just laughing. If it is meant
to be a comedy, then it isn’t that funny, it this is not a film that you can take seriously
either!!

  

Won't be watching any more Wicks films, that's for sure. Highly disappointing trip to the
cinema, which in any event is rare these days, as so many films are below par.
",positive
143,"The John Wick movies have run out of ideas and just rehash the other movies. Keanu is
still stiff and half asleep throughout the movie and luckily they give him very little
dialogue. The other actors are superb especially Donnie Yen, who is an actual martial
artist. He's so good he makes Keanu look especially bad. Scott Atkins is great and his
martial arts skill shines in this movie

The plot is ridiculous as usual and the killing count is very high. It seems like the director
enjoys the same backgrounds.....church, falling down lots of steps, dance hall where
everyone keeps dancing even though there is gunfire.

 

It lacks the humor of the Taken movies and great acting in the Equalizer.
",positive
144,"Before there was a story, and a lot of shooting, now there is just shooting and no story
pief, paff poef. Everybody's dead.??? Is this a metaphor for the current society? Did I
mention the movie is way too long we watched this in IMAX and my ears were hurting
from the gun noise. The fighting scenes are pretty awesome and the scenery is nice, but
I think good movie needs more than justice this. I wouldn't recommend to watch this at
home and not in the theatre. You can have a break and adjust sound yourself. I do hope
there won't be a sequel for movies of the same character must be enough, Just make a
video game of it.
",positive
145,"I paid $10 usd to see this movie at a matinee. The eye candy made the price worth
it. That said, eye candy is almost all this experience offers. Most everyone involved
in this film seemed like they were sleepwalking when the action stopped. It doesn't
matter - everything in this picture is done for style points. There's barely any story
here at all, and what story exists is so thin that it could be told in about 2 minutes
of this 169 minute film. The remaining attempt to tell a story is so full of holes
supported by bad acting and bloated style that it would have been a much better
film just to leave it all out and just show a montage of fight sequences.

The Marquis character never shows the ability to do anything except sneer in an
outrageous French accent and surround himself with dumb lieutenants, The Bowery
King and the Harbinger characters are trotted out at the beginning and the end of
the story just to to provide some atmosphere.

Rina Sawayama's acting ability is confined to contorting her face in into pithy
expressions in response to her character's father's philosophical meanderings.
",negative
146,"John Wick first part is the only thing worth watching. What have I watch for 2 and
a half hours in cinema? Only useless gunshots and unrelated actions. Every guy
needs to be shot a least 20 time to be dead. It became annoying to watch so many
guys that were attacking him, shootings with no meaning. And my ears needed
time to recover after so many shooting. Very dissapointed in Keanu Reeves for
accepting this kind of production scenario. The only positive thing here is the dog
that appears 10min total in the whole movie.
",negative
147,"""John Wick: Chapter 4"" is a film that offers what its trailer promises: action and more
action, achieving a product whose production is outstanding, colorful cinematography and
risky camera movements, as well as outstanding editing work and a soundtrack well
done. Its big problem, the negative point, is the most important part: the script, which is
repetitive, tired and unimaginative, exploiting the action theme without really having a
coherent story. Everything ends up being absurd only with a good job in the fight
choreography. An overrated film, practically bad and with an excessive duration for the
null story it tells.
",negative
148,"I loved part 1. Part 2 was also a great movie. Part 3 was questionable at best. They lost
me on part 4.

When he is riding a horse in the dessert his aim is even worse than that of a
stormtrooper. But when he is driving in circels with one hand (in a car with manual
shifting) while shooting out the car his aim is perfect, He can now fall from 4 floors on
concrete of break a car in half shake it of and run some more.

Both Keanus lines and the script only take 1 single page. I read he only speaks about 350
words in 3 hours. And most of the are ""Yeau"".

The end is so predictable. I won't spoil it for you but when you watch the movie you will
know it in 2 hours.

The accent of the ""Marquis"" is so bad. Go to France and listen to French speaking
Englisch/American (if you can find any).
",positive
149,"Too much of something becomes boring.. killing a lot of people becomes boring after a
while.. what's the point?

Hollywood is so satanist that they try to be ale your light as much as they can.. the Cabal
of s about murder and depression, destruction and chaos. tgat of is why God decided
that enough is enough when it comes to all the bad in the world. I we are heading
towards peace and Love and no amount. Of evil can destroy it this time. I am kind of glad

it's the last one in the series because all that killing is counter productive... I mean
what's the point? You live and then you die..!!!!!
",negative
